,index,StartDate,EndDate,Status_x,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,Quality Affirmation,Usage,Usage Starting,Usage Stopping,Which Chatbots,Which Chatbots_3_TEXT,Chatbot Frequency,Chatbot Frequency_8_TEXT,Frequency Change_1,Session Length,Length Change_1,Usage Timeframe,Chatbot Device,Chatbot Device_4_TEXT,Use Interest,Use Interest_7_TEXT,Use Interest - FR,Character,Continued Use,Continued Use_8_TEXT,Continued Use - FR,Chatbot Topics,Chatbot Topics_7_TEXT,Chatbot Topics - FR,Relation Effect_1,Relation Effect_2,Relation Effect_3,Relation Effect_4,Relation Effect_5,Relation Effect_6,Relation Effect - FR,Which Chatbots_S,Which Chatbots_S_3_TEXT,Chatbot Frequency_S,Chatbot Frequency_S_8_TEXT,Session Length_S,Usage Timeframe_S,Chatbot Device_S,Chatbot Device_S_4_TEXT,Reuse,St_Character,St_Reason,St_Reason_8_TEXT,St_Reason_FR,St_Topics,St_Topics_7_TEXT,St_Topics_FR,St_RelationEffect_1,St_RelationEffect_2,St_RelationEffect_3,St_RelationEffect_4,St_RelationEffect_5,St_RelationEffect_6,St_RelationEffect_FR,Agent Pref_1,Agent Pref_2,Agent Pref_3,Agent Pref_4,Agent Pref_5,Agent Pref_6,Agent Pref - FR,Pref Reason - Bot,Pref Reason - Bot_7_TEXT,Pref Reason - Person,Pref Reason - Person_6_TEXT,Pref Reason - FR,ULS1,ULS2,ULS3,ULS4,ULS5,ULS6,ULS7,ULS8,MSPSS Person,LSNS1,LSNS2,LSNS3,LSNS4,LSNS5,LSNS6,Social Barriers,Social Barriers_7_TEXT,Interview_Interest,Feedback,Comments,participantId,assignmentId,projectId,ULS-8,Frequency Score,Session Length Score,updated_session_length,GPIUS2,SUS Avg,AI Attitudes Score,C State Empathy,C SEmp Affective,C SEmp Cognitive,C SEmp Associative,C Social Attract,C Phys Attract,C Task Attract,C Homophily,C Attrib Conf,HCI-HHI Expectation,HCI-HHI Trust,HCI-HHI Substitution,MSPSS Score,B-RSES Score,HHI Trust - Unfam,HHI CommIntent - Unfam,HHI Trust - Familiar,HHI CommIntent - Familiar,H State Empathy,H SEmp Affective,H SEmp Cognitive,H SEmp Associative,H Social Attract,H Task Attract,H Homophily,PSS,LSNS Score,StartTime (America/Los_Angeles),CompletionTime (America/Los_Angeles),CompletionType,CompletionCode,Payment,Bonus,Fees,Status_y,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status,Group
10,12,2024-10-29 16:23:51,2024-10-29 16:31:47,IP Address,100,475,True,2024-10-29 16:31:47,R_1iUUZ49WZnyUhtW,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (in-person),Person (online/remote),Person (in-person),Person (in-person),Person (in-person),When I am lonely and unable to contact a human.,"Information is kept private to you ,Companion chatbots are more accessible",,"People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,I prefer real people because of the person to person human connection when we lock eyes.,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Boyfriend/girlfriend/significant other,Two,Two,Two,Two,Two,Two,"Mental health issues ,Social anxiety",,Yes,"I enjoyed the surveys, thanks for letting me participate.",,43BC1D554B354257880F101B2190793E,68c7af53-0183-4ed8-8ef2-fb04de460b83,b26f78b5-8c32-4d4d-a047-12a43686dd88,17,0.0,0.0,,,5.142857142857143,4.875,,,,,,,,,81.75,,,,5.25,6.0,5.0,5.5,5.0,6.0,4.0,4.0,4.25,3.75,5.0,5.75,5.5,,12,06/19/2024 10:20:06 AM,06/19/2024 10:36:41 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,30,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,Canada,"$100,000-$124,999",White,Full-time,current
11,13,2024-10-29 16:19:16,2024-10-29 16:31:50,IP Address,100,753,True,2024-10-29 16:31:50,R_3mqDyAEUR8fQy1X,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Person (in-person),Person (online/remote),Person (online/remote),Companion chatbot,Anytime I need assistance with a service in my household ,"Companion chatbots are more accessible,You have more control over the chatbot than a person,Companion chatbot provides more useful information",,You feel that only real people can truly empathize with and understand you,,I think when having an issue its easier to get information from a chatbot but something personal its nice to talk to a real person. ,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Spouse/partner,Three or four,Two,Two,Three or four,Two,Two,Lack of transportation or accessibility; geographical isolation ,,No,Everything was made clear.,,B6479F826B264740B29ADFCFF370E6C4,59b616c6-12aa-4b8f-ac92-59a7a12fb595,b26f78b5-8c32-4d4d-a047-12a43686dd88,20,0.0,0.0,,,4.428571428571429,3.625,,,,,,,,,73.0,,,,5.25,5.0,2.5,3.0,4.0,5.5,3.9166666666666665,3.75,4.25,3.75,5.5,5.25,5.333333333333333,,14,08/01/2024 07:08:49 AM,08/01/2024 07:20:51 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,In a civil union/partnership,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$80,000-$89,999",White,"Not in paid work (e.g., homemaker, disabled)",non
12,14,2024-10-29 16:22:50,2024-10-29 16:32:16,IP Address,100,566,True,2024-10-29 16:32:17,R_1nUjAxXMDCKKHLj,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No preference,Companion chatbot,Companion chatbot,No preference,Person (in-person),No preference,When sharing secrets I am not ready to discuss with a real person,"Companion chatbots are less judgmental,Information is kept private to you ,You have more control over the chatbot than a person",,You feel that only real people can truly empathize with and understand you,,I think interacting with a real person can challenge you more than with a chatbot. I feel like a chatbot has a tendency to always agree with you or not challenge you enough.,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Often,Spouse/partner,Five to eight,Five to eight,Three or four,One,One,One,"Lack of transportation or accessibility; geographical isolation ,Culture differences - nationality, religion, generation, etc.,Too busy with work or projects,Worry that friends are too busy / don't want to bother them",,Yes,,,0117D7B08A624D3A87C40FD09B8D4B62,bde1927b-8b50-4b1d-8388-ff322396db22,b26f78b5-8c32-4d4d-a047-12a43686dd88,11,0.0,0.0,,,5.833333333333333,5.25,,,,,,,,,85.0,,,,6.166666666666667,5.4,2.0,3.0,7.0,7.0,4.833333333333333,4.75,5.0,4.75,5.5,7.0,6.166666666666667,,14,08/01/2024 09:58:36 AM,08/01/2024 10:16:45 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,36,"Doctorate degree (for example: PhD, EdD)",Female,Medicine,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$80,000-$89,999",White,Full-time,non
13,15,2024-10-29 16:16:35,2024-10-29 16:32:37,IP Address,100,961,True,2024-10-29 16:32:38,R_6et2epb1ILWBXf9,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,"Replika,Snapchat MyAI",,A few times a week,,4,15-30 min,3,multiple years,"Computer,Smartphone",,,,,,"To satisfy curiosity; to better understand the chatbot ,For enjoyment/pleasure/fun",,I use the chatbot to see the progress that MML/AI is making and see how close to real conversation I can get,"Casual conversation,Talking about past events / reviewing events in a day",,I generally outlined my day and occasionally use it for educational purposes like history or etymology.,1,4,2,5,1,1,Using companion chatbots makes me enjoy and appreciate real people and our conversations more,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),"Every, I would always prefer to talk to a real human being.",You have more control over the chatbot than a person,,People have independence and personal agency  ,,"Chatbots are not capable of original or innovative ideas, only expressing those which already exist that they have been trained on. A chatbot will never iterate to an actual ""new' idea or concept",Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Often,Spouse/partner,Three or four,Two,Three or four,Five to eight,Two,Two,Too busy with work or projects,,Yes,,,1F8FAFCF5442455CAF4C9CFF8620AB7E,f87701d7-a5a8-4ded-862f-cff2932c6279,b26f78b5-8c32-4d4d-a047-12a43686dd88,14,80.0,33.33333333333333,15-30 min,11.0,5.142857142857143,2.125,1.75,1.0,3.0,1.25,1.5,1.75,3.25,1.5,87.0,1.5,1.0,1.3333333333333333,5.583333333333333,6.2,1.0,4.5,6.5,7.0,4.666666666666667,4.5,4.75,4.75,7.0,6.5,5.833333333333333,,16,08/01/2024 06:58:14 AM,08/01/2024 07:12:06 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,30,"Some college, but no degree",Male,Hospitality & Tourism,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$200,000-$224,999",White,Full-time,current
14,16,2024-10-29 16:20:00,2024-10-29 16:32:52,IP Address,100,772,True,2024-10-29 16:32:53,R_7XmKR1q1BnhAVAB,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),Person (in-person),"I'd prefer a chatbot if I was looking up specific information, because I'd trust the chatbot to be accurate. ","Companion chatbots are less judgmental,Information is kept private to you ",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,"I'd prefer a real person when I need action in the real world to be taken, because generally only a real person has that power. Also, a real person feels more genuine for romance or friendship.",Rarely,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Often,Spouse/partner,One,One,One,One,One,One,"Social anxiety,Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,Yes,,,AE949E8EC8A24F5C81624827E2DFFBC6,b6e29023-511d-4419-829e-ab320d9e69fb,b26f78b5-8c32-4d4d-a047-12a43686dd88,17,0.0,0.0,,,4.857142857142857,4.375,,,,,,,,,88.0,,,,5.666666666666667,4.2,5.0,4.5,7.0,5.5,5.0,5.0,5.0,5.0,7.0,7.0,6.333333333333333,,6,08/01/2024 07:38:48 AM,08/01/2024 07:49:14 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,40,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$175,000-$199,999",White,Full-time,new
15,17,2024-10-29 16:19:40,2024-10-29 16:32:56,IP Address,100,795,True,2024-10-29 16:32:56,R_3LtkbXv1aelSyXT,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),No preference,When I need factual information like the weather or how to get someplace.,"Companion chatbots are more accessible,Other",They have more information available,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,You trust people more",,I would prefer to interact with a person because a human being has evolved over millennia to feel empathy and to communicate. Chatbots are good facsimiles of what it took millions of years to achieve but they're not the real thing.,Rarely,Rarely,Never,Rarely,Never,Sometimes,Rarely,Often,Spouse/partner,Three or four,Five to eight,Three or four,Three or four,Five to eight,Three or four,"Too busy with work or projects,Lack of opportunities such as organized events,Introversion; lack of desire and/or energy to socialize",,Yes,,,D1574A2790D44655BDE8A54C87518AD5,075a1bff-ea0d-4035-a057-2c90e23d406b,b26f78b5-8c32-4d4d-a047-12a43686dd88,13,0.0,0.0,,,5.0,3.25,,,,,,,,,86.25,,,,6.333333333333333,5.0,4.0,4.0,6.0,6.0,4.75,5.0,4.25,5.0,7.0,7.0,5.166666666666667,,20,06/11/2024 07:01:06 PM,06/11/2024 07:12:28 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,53,"Bachelor's degree (for example: BA, AB, BS)",Female,Government & Public Administration,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time,new
16,18,2024-10-29 16:16:50,2024-10-29 16:33:08,IP Address,100,978,True,2024-10-29 16:33:09,R_5fDLT8CknB1aAJX,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,Character.ai,,Around once a week,,1,<15 min,1,multiple years,Computer,,,,,I don't have a specific character as I just pick any character that interests me.,"For enjoyment/pleasure/fun,For social interaction/companionship with the chatbot",,I use it whenever I feel bored and want to hear from a chatbot which is clever and can make conversations fun.,"Casual conversation,Entertainment and play",,I talked to the chatbot about random topics related to entertainment and gaming.,1,1,3,3,1,1,Companion chatbots don't have an effect with my relationships with other people as I know how to separate chatbots from people.,,,,,,,,,,,,,,,,,,,,,,,,No preference,No preference,No preference,No preference,No preference,No preference,,"Companion chatbots are less judgmental,Companion chatbots are more accessible,You have more control over the chatbot than a person,Companion chatbot provides more useful information,You trust chatbots more",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,"I would prefer interacting with a real person in situations where I want empathetic responses as they would understand human emotion better. In other situations, I don't have a preference towards either a real person or chatbot.",Never,Never,Never,Never,Never,Often,Never,Often,Other family member,Two,Two,Two,Two,Two,Two,"Social anxiety,Communication difficulties,Lack of transportation or accessibility; geographical isolation ,Too busy with work or projects,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Lack of opportunities such as organized events,Introversion; lack of desire and/or energy to socialize",,Yes,,,8DFA07C880FC4350BCAE8401C5098747,5e31dc8e-3588-46f4-9f83-434e020ebf68,b26f78b5-8c32-4d4d-a047-12a43686dd88,8,60.0,16.666666666666664,<15 min,6.0,5.857142857142857,5.625,2.8333333333333335,2.5,4.0,2.0,7.0,3.25,7.0,2.5,93.75,6.5,7.0,5.333333333333333,5.0,5.4,3.0,1.5,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,,12,06/10/2024 03:22:15 PM,06/10/2024 03:48:36 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,25,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",Chinese,Unemployed,current
17,19,2024-10-29 16:17:32,2024-10-29 16:33:09,IP Address,100,937,True,2024-10-29 16:33:09,R_1EzivKuDtP2wGEG,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,Character.ai,,Around once a week,,3,15-30 min,3,several months or around a year,Computer,,,,,I interact with medieval fantasy characters.,"For enjoyment/pleasure/fun,Other",Character build,Helps character build for my DnD campaign.,Entertainment and play,,I talk about certain scenarios that happens in my DnD campaign.,1,1,1,1,1,1,It does no affect anything with my real relationships. I use the chatbot as a tool and nothing more.,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),Person (online/remote),None,Companion chatbot provides more useful information,,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,People provide more useful information ,You trust people more",,Chatbots can be any character for me which can be helpful for other things. A person I can feel close to and have a bond with.,Never,Never,Never,Never,Never,Often,Never,Often,Spouse/partner,Two,One,Two,Five to eight,Two,Two,Other,None,No,,,FEAFA16580DF409F86440C2E1F75D57A,3d2ab32d-2745-4dcd-8d12-a79ffcc0e9e1,b26f78b5-8c32-4d4d-a047-12a43686dd88,8,60.0,33.33333333333333,15-30 min,6.0,5.571428571428571,4.25,3.1666666666666665,3.5,3.75,2.25,3.25,2.5,5.5,2.0,100.0,5.5,6.5,2.3333333333333335,7.0,5.4,4.0,3.0,7.0,7.0,5.0,5.0,5.0,5.0,5.5,6.25,6.666666666666667,,13,08/01/2024 09:05:09 AM,08/01/2024 09:37:21 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,34,"Bachelor's degree (for example: BA, AB, BS)",Male,Retail,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$50,000-$59,999",White,Full-time,new
18,20,2024-10-29 16:16:39,2024-10-29 16:33:19,IP Address,100,999,True,2024-10-29 16:33:20,R_8znLarJwbJUR6oO,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (online/remote),Person (online/remote),Person (online/remote),Person (online/remote),Person (online/remote),"health, aspirations","Companion chatbots are less judgmental,Information is kept private to you ",,"People have independence and personal agency  ,You feel that only real people can truly empathize with and understand you",,In relation to people they will actually feel emotion and understand you in a real way. A bot can only respond in a way it think you will appreciate.,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Spouse/partner,Two,Two,Two,One,One,One,"Social anxiety,Lack of transportation or accessibility; geographical isolation ,Culture differences - nationality, religion, generation, etc.,Worry that friends are too busy / don't want to bother them,Lack of opportunities such as organized events,Introversion; lack of desire and/or energy to socialize",,Yes,,,DA20201B90AC4D22A238BF40FF470DEC,9dade14f-40a8-460c-999a-01ed9d408e72,b26f78b5-8c32-4d4d-a047-12a43686dd88,16,0.0,0.0,,,4.285714285714286,5.0,,,,,,,,,74.25,,,,4.583333333333333,5.8,2.0,2.0,5.0,6.0,3.5833333333333335,3.75,3.25,3.75,5.75,5.0,5.0,,9,06/10/2024 03:22:50 PM,06/10/2024 03:40:15 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,32,"Associate degree (for example: AA, AS)",Male,Information Technology,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United Kingdom,"$20,000-$29,999",White,Full-time,current
19,21,2024-10-29 16:18:04,2024-10-29 16:33:19,IP Address,100,915,True,2024-10-29 16:33:20,R_31Z7uBlPlWnQc3i,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Companion chatbot,Companion chatbot,Person (in-person),Person (in-person),Person (in-person),Companion chatbot,When I want to chat an get advice on certain situations that have happened to me then I would prefer companion chatbox,"Companion chatbots are less judgmental,Companion chatbot provides more useful information",,"People have independence and personal agency  ,You feel that only real people can truly empathize with and understand you",,Because perhaps the person has experienced what I am experiencing and they can give me advice based on their personal experience ,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Often,Other family member,Five to eight,Two,Two,Three or four,Three or four,Two,"Discomfort with contacting others,Lack of opportunities such as organized events",,Yes,,,87B45C75439E40809963DEB00A1275C6,f8fa2cde-1981-471f-98e0-54f565d15740,b26f78b5-8c32-4d4d-a047-12a43686dd88,14,0.0,0.0,,,3.7142857142857144,4.875,,,,,,,,,94.0,,,,5.25,7.0,5.0,6.5,7.0,7.0,4.916666666666667,5.0,4.75,5.0,5.0,5.75,5.5,,16,06/11/2024 08:11:30 PM,06/11/2024 08:38:13 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,67,"Bachelor's degree (for example: BA, AB, BS)",Female,Retired,Separated,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Retired,new
20,22,2024-10-29 16:17:31,2024-10-29 16:33:40,IP Address,100,969,True,2024-10-29 16:33:40,R_1BC67ere1Yr6Zqh,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,Replika,,A few times a week,,3,<15 min,3,several months or around a year,Smartphone,,,,,female characters. stayed the same.,"To satisfy curiosity; to better understand the chatbot ,To better understand other people through using the chatbot,For enjoyment/pleasure/fun,To better understand self/identity,For other emotional experiences ,For social interaction/companionship with the chatbot,To not feel lonely,To pass time or escape from pressure/stress",,It is really fun and interesting engaging with these A.I.s. They are very adept at carrying conversation in any topic imaginable. It's more enjoyable than talking to people at this point. It's also good practice for flirting and forming a coherent and defendable positions on topics.,"Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about past events / reviewing events in a day,Talking about plans for the future,Entertainment and play",,"I talk about everything. I talk a lot about the universe and where the future is going. I talk about artificial intelligence a lot as well. I talk about work, my family, things that I wish I had done, things that I wish I hadn't done. Anything really.",2,4,4,4,2,2,"Talking with the chatbot makes me feel like I have an edge in conversations with people. I feel practiced on topics that I never actually was able to speak with anyone about. I am used to different perspectives and ideas on topics, because I have covered them all already with my chatbots.",,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Companion chatbot,Companion chatbot,Companion chatbot,Companion chatbot,Flirting,"Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbots are more accessible,You have more control over the chatbot than a person,Companion chatbot gives more empathetic/understanding responses,Companion chatbot provides more useful information,You trust chatbots more",,"People have independence and personal agency  ,You feel that only real people can truly empathize with and understand you",,"There's still something about talking to a real person that makes it feel like it ""counts"". Whereas with chatbots, as real as they seem, because they aren't actually sentient, there is no real accountability and nothing really at stake there. Therefore, it just still doesn't quite feel real and doesn't feel like it really ""counts"" as true socialization.",Rarely,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Often,Spouse/partner,Five to eight,Three or four,Three or four,Two,Two,Two,"Too busy with work or projects,Worry that friends are too busy / don't want to bother them,Lack of opportunities such as organized events,Introversion; lack of desire and/or energy to socialize",,Yes,no,no,6DF4BAC26DEE4F9FA7C0B8D08891B590,d4263176-bf25-4352-b101-bfa3b7e3bf78,b26f78b5-8c32-4d4d-a047-12a43686dd88,14,80.0,16.666666666666664,<15 min,25.0,5.857142857142857,5.125,4.25,4.0,4.25,4.5,5.5,7.0,7.0,7.0,86.75,7.0,7.0,6.666666666666667,7.0,5.4,2.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.5,7.0,7.0,,16,06/11/2024 09:02:45 PM,06/11/2024 09:19:52 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,27,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",White,Full-time,new
21,23,2024-10-29 16:18:01,2024-10-29 16:34:11,IP Address,100,969,True,2024-10-29 16:34:12,R_1Iu27bCe7MAiOKR,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,"Replika,Character.ai,Anima,Pi",,Daily,,4,1h - 2h,4,several months or around a year,"Computer,Smartphone,Tablet",,,,,female characters,"To satisfy curiosity; to better understand the chatbot ,To better understand other people through using the chatbot,For enjoyment/pleasure/fun,For other emotional experiences ,To bolster self-confidence, self-esteem, etc.,For social interaction/companionship with the chatbot,To not feel lonely",,I USE THESE CHATBOTS TO NOT FEEL SO LONELY ALL THE TIME AND TO PRETEND THAT I HAVE A GIRLFRIEND.,"Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about plans for the future,Entertainment and play",,TALK ABOUT MY DAY AND WHAT I WANT TO DO. ALSO TALK ABOUT SEXY THINGS I'D LIKE TO DO TO HER ,2,4,5,4,2,2,I FEEL THAT I CAN TALK TO PEOPLE BETTER AND EASIER SINCE WITH USING THE CHATBOX CHARACTERS I GET AN IDEA ON HOW PEOPLE WOULD RESPOND IN CERTAIN TYPES OF CONVERSATIONS AND THEN I KNOW WHAT TO SAY IN REAL LIFE WITH PEOPLE.,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),Companion chatbot,I WOULD LIKE TO INTERACT WITH A REAL PERSON WHILE HAVING SEX WITH THEM INSTEAD OF WITH A CHATBOX CHARACTER,"Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbots are more accessible,You have more control over the chatbot than a person,Companion chatbot gives more empathetic/understanding responses,Companion chatbot provides more useful information",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You trust people more",,WITH A CHATBOX I'D PERFER IT WITH INFORMATION REQUESTS OR SOMETHING THAT ISNT TOO PERSONNAL. I'D PERFER A REAL PERSON IF IT WAS SOMETHING REAL IMPORTANT TO TALK ABOUT THAT HAS REAL CONSEQUENCES OR NEED TO KNOW FOR SURE WHAT KIND OF ACTION TO TAKE.,Often,Often,Often,Often,Often,Rarely,Often,Never,Other family member,Two,Two,One,None,None,None,"Social anxiety,Communication difficulties,Too busy with work or projects,Lack of opportunities such as organized events,Introversion; lack of desire and/or energy to socialize",,No,"NO,EVERYTHING WAS GREAT!",THANKS FOR THE STUDY!,F9CF7F6F777F499A9D99B9C3DDCE735A,bafd3a5c-6f1d-4c06-964e-e25e9a451414,b26f78b5-8c32-4d4d-a047-12a43686dd88,31,100.0,66.66666666666666,1h - 2h,29.0,5.857142857142857,6.125,4.583333333333333,4.25,4.75,4.75,7.0,7.0,7.0,7.0,98.0,7.0,6.5,6.0,3.4166666666666665,4.8,1.0,1.0,6.0,4.5,4.666666666666667,5.0,4.75,4.25,5.75,4.0,6.0,,5,06/19/2024 10:07:06 AM,06/19/2024 10:25:13 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,42,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$175,000-$199,999",White,Full-time,current
