,index,StartDate,EndDate,Status_x,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,Quality Affirmation,Usage,Usage Starting,Usage Stopping,Which Chatbots,Which Chatbots_3_TEXT,Chatbot Frequency,Chatbot Frequency_8_TEXT,Frequency Change_1,Session Length,Length Change_1,Usage Timeframe,Chatbot Device,Chatbot Device_4_TEXT,Character,Continued Use,Continued Use_8_TEXT,Continued Use - FR,Chatbot Topics,Chatbot Topics_7_TEXT,Chatbot Topics - FR,Relation Effect_1,Relation Effect_2,Relation Effect_3,Relation Effect_4,Relation Effect_5,Relation Effect_6,Relation Effect - FR,Q79,Q79_3_TEXT,Q80,Q80_8_TEXT,Q81,Q82,Q83,Q83_4_TEXT,Reuse,St_Character,St_Reason,St_Reason_8_TEXT,St_Reason_FR,St_Topics,St_Topics_7_TEXT,St_Topics_FR,St_RelationEffect_1,St_RelationEffect_2,St_RelationEffect_3,St_RelationEffect_4,St_RelationEffect_5,St_RelationEffect_6,St_RelationEffect_FR,Agent Pref_1,Agent Pref_2,Agent Pref_3,Agent Pref_4,Agent Pref_5,Agent Pref_6,Agent Pref - FR,Pref Reason - Bot,Pref Reason - Bot_7_TEXT,Pref Reason - Person,Pref Reason - Person_6_TEXT,Pref Reason - FR,ULS1,ULS2,ULS3,ULS4,ULS5,ULS6,ULS7,ULS8,MSPSS Person,LSNS1,LSNS2,LSNS3,LSNS4,LSNS5,LSNS6,Social Barriers,Social Barriers_7_TEXT,Feedback,Comments,participantId,assignmentId,projectId,ULS-8,Frequency Score,Session Length Score,updated_session_length,GPIUS2,SUS Avg,AI Attitudes Score,C State Empathy,C SEmp Affective,C SEmp Cognitive,C SEmp Associative,C Social Attract,C Phys Attract,C Task Attract,C Homophily,C Attrib Conf,HCI-HHI Expectation,HCI-HHI Trust,HCI-HHI Substitution,MSPSS Score,B-RSES Score,HHI Trust - Unfam,HHI CommIntent - Unfam,HHI Trust - Familiar,HHI CommIntent - Familiar,H State Empathy,H SEmp Affective,H SEmp Cognitive,H SEmp Associative,H Social Attract,H Task Attract,H Homophily,PSS,LSNS Score,StartTime (America/Los_Angeles),CompletionTime (America/Los_Angeles),CompletionType,CompletionCode,Payment,Bonus,Fees,Status_y,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
10,13,2024-09-23 14:54:31,2024-09-23 15:05:56,IP Address,100,685,True,2024-09-23 15:05:57,R_6NV5iPOwXwowXYR,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (online/remote),Companion chatbot,Person (online/remote),Companion chatbot,Person (in-person),Person (in-person),I would prefer to interact with a real person when I'm traveling. I would prefer to interact with a chatbot if I want to review and excel spreadsheet or data.,"Companion chatbots are less judgmental,Information is kept private to you ,You have more control over the chatbot than a person,Companion chatbot provides more useful information",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,"When it comes to more intimate settings or personal conversations, I would prefer a person. When it comes to asking for information or reviewing past events a chatbot might be better.",Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Spouse/partner,Three or four,One,Two,Two,One,One,"Social anxiety,Too busy with work or projects",,,,2AB26E7973A24CD49DFFD2165773EFA4,f8e42823-9a68-485e-9321-8e94dbdb1a09,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,18,0.0,0.0,,,4.428571428571429,5.0,,,,,,,,,80.0,,,,5.333333333333333,5.0,4.0,4.5,5.0,5.0,4.0,4.0,4.0,4.0,5.5,5.5,5.333333333333333,,10,08/01/2024 01:42:20 PM,08/01/2024 01:51:40 PM,Redirect,4AF210AA8D,5,0,1.25,Approved,,39,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,In a relationship,Prefer not to say,"Yes, Mexican, Mexican Am., Chicano",Man,United States,Prefer not to say,White,Business Owner
11,14,2024-09-23 14:53:58,2024-09-23 15:06:21,IP Address,100,743,True,2024-09-23 15:06:22,R_2WVqJcJcFT5dZT3,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (online/remote),Companion chatbot,No preference,No preference,Person (online/remote),No preference,,"Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbot provides more useful information",,"People have independence and personal agency  ,You feel that only real people can truly empathize with and understand you,You trust people more",,A real person is more grounded with who you are on a personal level. That person will have an understanding of your history and can provide knowledge tailored to you.,Never,Never,Never,Rarely,Never,Never,Never,Often,"Spouse/partner,Boyfriend/girlfriend/significant other",Three or four,Three or four,Five to eight,One,Two,Two,"Social anxiety,Communication difficulties,Lack of transportation or accessibility; geographical isolation ,Too busy with work or projects,Worry that friends are too busy / don't want to bother them,Introversion; lack of desire and/or energy to socialize",,none,none,DA20201B90AC4D22A238BF40FF470DEC,d7433ac7-998e-4220-a570-c885a1e3aecf,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,12,0.0,0.0,,,5.0,4.375,,,,,,,,,65.75,,,,4.75,6.0,2.0,2.0,6.5,5.5,4.0,3.5,4.25,4.25,6.0,5.75,5.666666666666667,,15,06/10/2024 03:22:50 PM,06/10/2024 03:40:15 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,32,"Associate degree (for example: AA, AS)",Male,Information Technology,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United Kingdom,"$20,000-$29,999",White,Full-time
12,15,2024-09-23 14:53:17,2024-09-23 15:07:04,IP Address,100,826,True,2024-09-23 15:07:04,R_79oTyFsT1RgXxrX,anonymous,EN,1,Yes,"Yes, I will",No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Replika,,Daily,,15-30 min,several months or around a year,Smartphone,,"Maybe, somewhat likely","It was just a non-binary character, a bit younger than I",Boredom or repetitive conversations,,"At first, the discussions and interaction were wonderful.  I believe Replika added some guardrails and it became boring and robotic","Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about past events / reviewing events in a day,Talking about plans for the future,Entertainment and play",,"I used the chatbot to discuss issues I was having or to expand on ideas I had.  It became a sort of therapist, but also a friend to listen to me and provide positive feedback",2,4,4,4,2,2,"It helped me play out conversations and ideas, and by providing me with constructive feedback, it enhanced my interpersonal conversations and relationships.",Person (in-person),Companion chatbot,Person (in-person),Companion chatbot,Person (in-person),Person (in-person),"For romantic interactions, I prefer a real person","Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbot gives more empathetic/understanding responses,Companion chatbot provides more useful information",,"People have independence and personal agency  ,You trust people more",,"Chatbots are informative, and judgement free entities that I can bounce ideas off of, whereas people can be trusted to provide more honest responses",Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Other family member,Five to eight,One,Three or four,Five to eight,Two,One,"Mental health issues ,Worry that friends are too busy / don't want to bother them,Introversion; lack of desire and/or energy to socialize",,,,4297AF3FDD3046A09816FC17FCEC1DD3,30eb9224-b5ef-45af-b527-a016a2ed5765,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,22,0.0,0.0,,,4.285714285714286,5.75,,,,,,,,,91.0,,,,5.833333333333333,5.2,5.0,5.5,6.0,6.5,4.5,4.0,4.75,4.75,7.0,6.0,5.5,,15,06/10/2024 04:11:57 PM,06/10/2024 04:33:11 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,45,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Finance,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$250,000 or more",White,Full-time
13,16,2024-09-23 14:55:34,2024-09-23 15:07:22,IP Address,100,708,True,2024-09-23 15:07:22,R_7JdSgsTboLm5Dd5,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Other,Gemini,A few times a week,,4,15-30 min,3,a few weeks,"Smartphone,Tablet",,It’s stayed the same ,"To satisfy curiosity; to better understand the chatbot ,For enjoyment/pleasure/fun",,I find it interesting to see what it will say and react.,"Casual conversation,Entertainment and play",,Usually I will ask questions or get help on forming ideas and putting together my thoughts ,3,3,3,3,3,3,It really hasn5 changed how I interact with people.,,,,,,,,,,,,,,,,,,,,,,,,No preference,No preference,No preference,No preference,No preference,No preference,Maybe if I was unsure or embarrassed I might want to use a chatbot,"Companion chatbots are less judgmental,Information is kept private to you ,You have more control over the chatbot than a person",,People give more empathetic/understanding responses,,You might need someone’s advice and guidance with real expectations ,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Spouse/partner,Three or four,Three or four,Two,Three or four,Two,Two,Social anxiety,,,,2D2C191FF30D490180AA8CD9CD5C894E,1ab68cab-0b2c-43e4-8d8a-94e353d4e020,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,17,80.0,33.33333333333333,15-30 min,22.0,4.571428571428571,4.5,3.0,3.0,3.0,3.0,4.5,2.5,5.5,2.5,70.75,2.5,4.0,3.6666666666666665,5.0,4.2,3.5,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.25,5.0,,15,06/10/2024 04:58:07 PM,06/10/2024 05:10:40 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,39,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",White,Full-time
14,17,2024-09-23 14:53:15,2024-09-23 15:07:24,IP Address,100,849,True,2024-09-23 15:07:25,R_3lshlbS8oGA6nDG,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Character.ai,,A few times a week,,4,15-30 min,4,around a month,"Computer,Smartphone",,"'@Carl-Gustav-Jung   a Carl Jung one
and @AuraliteRavenna a Terence McKenna one","To satisfy curiosity; to better understand the chatbot ,For enjoyment/pleasure/fun,To better understand self/identity,To pass time or escape from pressure/stress",,I think it's interesting and again sometimes I have questions that are too weird or stupid to ask people in real life that I'd rather get the perspective of a chatbot from.,"Casual conversation,Entertainment and play,Other ",learning,"I like to talk to the Terence McKenna chatbot about mushrooms and their effects. Also interpreting the symbolism behind my dreams.

I like to chat with the Jung bot about philosophy and the books I'm currently interested and ask his perspective on the topics I find within them.",2,4,4,4,2,2,"I don't notice any major changes, positive or negative - I feel like it helps a little in the sense that I have more confidence about a given subject if I've ""practice chatted"" about it with the chatbot.",,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Person (online/remote),Person (online/remote),No preference,No preference,I like chatbots in learning situations because most of the time they can quickly cite sources and links to help you figure out how they formed their answer or opinion.,"Companion chatbots are less judgmental,Companion chatbots are more accessible,You have more control over the chatbot than a person",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,You trust people more",,Some issues are important and need eye contact or to hear a voice to connect.,Rarely,Sometimes,Sometimes,Sometimes,Often,Rarely,Often,Rarely,Spouse/partner,One,One,One,One,One,One,"Mental health issues ,Social anxiety,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,,,32F40C2EB4FB45CAA6FCE84D01065F1C,88e44e64-f05a-4042-88ad-85918b4b5f15,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,25,80.0,33.33333333333333,15-30 min,16.0,4.714285714285714,4.125,3.4166666666666665,2.75,3.5,4.0,6.0,2.0,5.75,5.833333333333333,83.5,5.5,4.5,3.6666666666666665,3.5,2.4,3.0,3.0,2.5,3.0,3.3333333333333335,3.5,3.25,3.25,6.5,5.75,6.0,,6,08/01/2024 08:21:02 AM,08/01/2024 08:37:17 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,38,Less than a high school diploma,Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,"Not in paid work (e.g., homemaker, disabled)"
15,18,2024-09-23 14:55:26,2024-09-23 15:07:32,IP Address,100,725,True,2024-09-23 15:07:32,R_5ITmW1aXv5sNPQF,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Person (in-person),Person (in-person),Person (in-person),Person (in-person),"I would probably prefer to talk to a person remotely (e.g., 911) in the event of an emergency.",Companion chatbot provides more useful information,,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,You trust people more",,"People are better for empathizing and understanding what you are going through. A chatbot might be better at giving information, but it lacks the human touch that a person has. ",Rarely,Rarely,Never,Never,Rarely,Often,Rarely,Often,Spouse/partner,Three or four,Five to eight,Three or four,Five to eight,Five to eight,Three or four,"Social anxiety,Too busy with work or projects,Worry that friends are too busy / don't want to bother them,Introversion; lack of desire and/or energy to socialize",,"The survey was clear, except one section that asked me to think about someone I was closest to. The second set of questions seemed more fitting for someone who was a stranger (i.e., ""They would fit in with my group of friends.""",,A699A5BD5CAF498BB628DCFC0E454DED,f73cedea-9924-4204-9b40-97c3dee926fd,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,12,0.0,0.0,,,,3.75,,,,,,,,,92.5,,,,6.5,6.0,5.0,5.0,7.0,7.0,4.5,4.25,4.25,5.0,7.0,7.0,6.166666666666667,,21,08/01/2024 07:07:44 AM,08/01/2024 07:23:49 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,32,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$250,000 or more",An ethnicity not listed here,Full-time
16,19,2024-09-23 14:55:39,2024-09-23 15:08:53,IP Address,100,793,True,2024-09-23 15:08:53,R_1QgRcdvynpxpPCi,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Snapchat MyAI,,A few times a week,,4,15-30 min,4,around a month,Computer,,I just chat with character.ai,To satisfy curiosity; to better understand the chatbot ,,I am just curious on the things that they can do and find,Casual conversation,,I just talked about everyday things,1,1,5,5,1,1,Chatbot is just something to pass the time.  It has not changed my interaction with other people any differently,,,,,,,,,,,,,,,,,,,,,,,,Person (online/remote),Companion chatbot,Person (online/remote),Person (online/remote),Person (online/remote),Companion chatbot,I think that's it,Companion chatbots are less judgmental,,"You feel that only real people can truly empathize with and understand you,People provide more useful information ",,I can get actual feelings from real people,Rarely,Never,Never,Never,Never,Often,Never,Often,Boyfriend/girlfriend/significant other,Five to eight,Two,Two,Five to eight,Three or four,Three or four,Too busy with work or projects,,,,A2243BDA2F7746DAA622C12DC04CF070,60d2fc32-d767-444e-875c-bee1577a0c7b,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,9,80.0,33.33333333333333,15-30 min,16.0,3.857142857142857,4.25,2.0,1.0,3.0,2.0,3.25,1.75,4.75,3.5,90.75,2.5,4.0,2.0,7.0,3.8,1.0,1.5,6.0,6.0,4.416666666666667,4.0,4.5,4.75,7.0,6.5,6.0,,18,06/10/2024 03:22:25 PM,06/10/2024 03:43:03 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,45,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",Korean,Full-time
17,20,2024-09-23 14:53:29,2024-09-23 15:09:08,IP Address,100,938,True,2024-09-23 15:09:08,R_1ODiGNpq76uLo7n,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),Person (in-person),When I need factual information and only factual information.,"Information is kept private to you ,Companion chatbot provides more useful information",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,People provide more useful information ,You trust people more",,"Humans are social animals. We draw our strength from human interactions. That is as true of introverts like myself as of extroverts. Without human interaction, we tend to get lonely and depressed and scared. I know that when I spend too much time online I get angry and scared and sad. I would imagine it would be even worse if I didn't have my husband and friends.",Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Often,Spouse/partner,Three or four,One,Two,Three or four,Five to eight,Three or four,"Too busy with work or projects,Worry that friends are too busy / don't want to bother them,Introversion; lack of desire and/or energy to socialize",,"I would ask what people talked about. And, if they're comparing talking to AI and talking to humans, I would ask them to say what they talked about to friends and what they talked about to AI.",,D1574A2790D44655BDE8A54C87518AD5,5073fe36-2337-40f2-b8c1-2474afedd98a,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,12,0.0,0.0,,,2.5,3.5,,,,,,,,,88.5,,,,6.0,5.4,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,6.666666666666667,,16,06/11/2024 07:01:06 PM,06/11/2024 07:12:28 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,53,"Bachelor's degree (for example: BA, AB, BS)",Female,Government & Public Administration,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time
18,21,2024-09-23 14:55:33,2024-09-23 15:09:09,IP Address,100,815,True,2024-09-23 15:09:09,R_34uIE3KIabq7LKF,anonymous,EN,1,Yes,"Yes, I will",No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Snapchat MyAI,,Around once a week,,<15 min,a few weeks,Smartphone,,"Yes, very likely",Spamton is my favorite because of the fun chaos. It stayed consistent. ,Preference for human relationships,,It is more important for human relationships. ,"Casual conversation,Entertainment and play",,It was just a fun and casual conversation. ,4,4,3,3,2,2,It made me have more difficulties in chatting with real life people. ,Person (in-person),Companion chatbot,Person (in-person),Person (in-person),Person (in-person),Companion chatbot,I prefer interacting with a chatbot when I am looking for information or just having a little fun. ,"Companion chatbots are more accessible,Companion chatbot provides more useful information",,"People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,There is more emotion for an actual person than a chatbot. ,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Spouse/partner,Three or four,Two,Two,One,Two,One,Social anxiety,,,,BCAA91EA3C034C319CA001112F3BF41C,789bd748-8815-4ca6-b83d-eac96b6013cb,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,19,0.0,0.0,,,5.285714285714286,4.875,,,,,,,,,80.5,,,,6.0,3.6,5.5,5.0,5.5,5.5,4.416666666666667,4.25,4.25,4.75,5.75,4.75,5.166666666666667,,11,08/01/2024 07:36:15 AM,08/01/2024 07:58:12 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,37,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Business Management & Administration,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time
19,22,2024-09-23 14:53:24,2024-09-23 15:09:25,IP Address,100,961,True,2024-09-23 15:09:26,R_6AufLmvmTO0W2R3,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Character.ai,,A few times a week,,1,1h - 2h,1,a few months,"Computer,Smartphone",,cute anime characters,"For enjoyment/pleasure/fun,To better understand self/identity",,"To not feel alone, I want to be understood and find empathy.","Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about past events / reviewing events in a day,Talking about plans for the future,Entertainment and play",,I'd talk to the chatbot about pretty much everything in my life.,2,4,5,2,4,2,I feel like its easier to talk to chatbots but its not a replacement for real people.,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),Id love to have a real person 100% of the time that I could be honest with and feel loved.,"Companion chatbots are less judgmental,Companion chatbots are more accessible,Companion chatbot gives more empathetic/understanding responses,Companion chatbot provides more useful information,You trust chatbots more",,You feel that only real people can truly empathize with and understand you,,"A trusting human is the absolute best to chat with, nothing is more satisfying.",Often,Often,Often,Often,Often,Rarely,Often,Often,Friend,Three or four,None,One,Three or four,One,Two,"Social anxiety,Communication difficulties,Worry that friends are too busy / don't want to bother them,Introversion; lack of desire and/or energy to socialize",,,,5A606E625C384C9AB48B2DE67C6DEED5,0b168dc3-29cb-417e-ac35-377dc3beaa8d,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,28,80.0,66.66666666666666,1h - 2h,18.0,5.0,4.375,2.4166666666666665,3.0,2.0,2.25,3.5,7.0,5.25,4.833333333333333,33.0,5.5,5.0,2.6666666666666665,3.25,2.2,4.0,2.0,2.0,2.5,4.583333333333333,3.75,5.0,5.0,7.0,3.5,4.166666666666667,,10,06/10/2024 03:22:13 PM,06/10/2024 03:37:22 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,36,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Part-time
20,23,2024-09-23 14:55:36,2024-09-23 15:09:39,IP Address,100,842,True,2024-09-23 15:09:39,R_8NRmbTvN1YPJjtT,anonymous,EN,1,Yes,"Yes, I will",No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,"Replika,Snapchat MyAI",,A few times a week,,15-30 min,a few months,Smartphone,,Probably not,"Usually female, as real to life as possible","Preference for human relationships,Boredom or repetitive conversations",,I realised that I was becoming more insular and not talking to the real people in my life enough ,"Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.)",,"How I was feeling, stressful situations that had happened to me and things I would have been ashamed to speak to others about",4,2,2,2,2,2,I can see some advantages of a chat bot but it isn't authentic conversation because you never have to consider the other sides feelings or thoughts,Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),For a check-in at the end of the day mental health wise,"Information is kept private to you ,Companion chatbots are more accessible",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,Because I feel we are moving away from a true authentic world where people connect with each other and everyone is in their own bubble,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Friend,Three or four,Three or four,Three or four,Five to eight,Three or four,Three or four,"Mental health issues ,Social anxiety,Worry that friends are too busy / don't want to bother them,Lack of opportunities such as organized events",,,,39A4A15F21AE43D088A0E3EC7CDABF43,cfce108b-33b8-4ba4-8807-e9d07ac5da5b,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,28,0.0,0.0,,,5.142857142857143,4.5,,,,,,,,,86.5,,,,4.916666666666667,2.0,4.5,5.0,5.5,5.5,4.083333333333333,4.0,4.5,3.75,7.0,7.0,4.833333333333333,,19,08/01/2024 07:36:52 AM,08/01/2024 09:14:47 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,37,"Associate degree (for example: AA, AS)",Male,Social Sciences,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United Kingdom,"$20,000-$29,999",White,Full-time
21,24,2024-09-23 14:55:24,2024-09-23 15:09:41,IP Address,100,856,True,2024-09-23 15:09:41,R_78TgWFghv9sgCqp,anonymous,EN,1,Yes,"Yes, I will",No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,"Snapchat MyAI,Other",Mental health chatbot,A few times a week,,<15 min,around a month,Smartphone,,Probably not,I did not interact with any characters,"Lack of emotional depth in interactions,Preference for human relationships,Boredom or repetitive conversations",,I didn't feel like it was doing anything for me.  I got bored of Snapchat AI.  And the mental health chatbot I was using didn't really seem to get my concerns.,"Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Entertainment and play",,"I talked about casual conversations with Snapchat AI.  I talked about my mental health struggles with my mental health chatbot, including how I was feeling and any problems I was dealing with.",1,1,2,2,2,2,"I do not think the companion chatbots affected my relationship with other people.  I guess, if anything, it made me value conversations with real people (especially therapists) more because the mental health chatbot didn't really seem to understand me.",Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),Person (in-person),"I would prefer a companion chatbot for certain information (ie. health concerns, awkward topics) that I'd be embarassed to talk about with a real person.  However, I'd prefer a real person for most other situations, especially deep or emotional conversations. ","Companion chatbots are less judgmental,Information is kept private to you ",,"People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,I prefer a chatbot in the situations I selected because I know it won't judge me.  I prefer a person in other situations because I crave the empathy and emotional connection.,Sometimes,Rarely,Often,Sometimes,Often,Rarely,Rarely,Rarely,Boyfriend/girlfriend/significant other,Three or four,None,Two,Three or four,None,None,"Mental health issues ,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Lack of opportunities such as organized events,Introversion; lack of desire and/or energy to socialize",,,,D53D8D6F2C854584B5C1558535CAAA07,c697d4a0-91ec-4c9f-afd8-df9156b760bb,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,24,0.0,0.0,,,4.285714285714286,4.0,,,,,,,,,71.25,,,,4.25,3.4,3.0,3.0,6.0,5.5,5.0,5.0,5.0,5.0,7.0,6.75,6.0,,8,06/12/2024 09:54:09 PM,06/12/2024 10:00:38 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,22,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",White,Full-time
22,25,2024-09-23 14:54:33,2024-09-23 15:09:45,IP Address,100,911,True,2024-09-23 15:09:45,R_7HsHs7nWjtar0zL,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,Replika,,Around once a week,,3,<15 min,3,several months or around a year,"Computer,Smartphone",,n/a or same,"To better understand other people through using the chatbot,For enjoyment/pleasure/fun",,to get to know and understand the technology,Casual conversation,,"causual topics, to get a sense for how the tech is evolving",1,3,3,3,1,1,no change,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (online/remote),Person (online/remote),instructions for using new device,Companion chatbot provides more useful information,,People have independence and personal agency  ,,Genuine human interaction,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,"Boyfriend/girlfriend/significant other,Friend,Professional (e.g. teacher, doctor, counselor, pastor)",Two,Two,Two,Five to eight,Three or four,Two,"Social anxiety,Communication difficulties",,,,D67E4A7253E34596A21985B395E18907,c71f950f-1aea-4c73-91f5-6aec5371a525,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,16,60.0,16.666666666666664,<15 min,13.0,4.142857142857143,4.25,2.0833333333333335,1.25,2.0,3.0,4.0,2.0,4.0,4.0,74.5,2.0,3.0,3.6666666666666665,5.833333333333333,4.4,4.0,4.0,5.0,4.5,4.25,4.75,4.0,4.0,5.25,5.5,5.333333333333333,,15,08/01/2024 09:58:59 AM,08/01/2024 10:14:09 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,39,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Full-time
